Rooms,Bathroom,Landsize,Lattitude,Longtitude
3,2.0,224.0,-37.9336,144.997
2,1.0,0.0,-37.9436,145.0027
4,3.0,562.0,-37.9369,145.0163
4,3.0,1093.0,-37.9345,145.0
3,2.0,0.0,-37.9368,145.0242
2,2.0,0.0,-37.9431,145.0118
4,3.0,414.0,-37.9401,145.0083
1,2.0,994.0,-37.94,145.0151
4,2.0,667.0,-37.9315,145.0109
4,2.0,577.0,-37.9382,144.9997
3,2.0,920.0,-37.9452,145.0113
3,2.0,662.0,-37.9384,145.0002
4,2.0,647.0,-37.9407,145.0104
4,2.0,714.0,-37.9446,145.0092
2,1.0,0.0,-37.9367,145.0322
3,2.0,246.0,-37.9356,145.0268
3,2.0,614.0,-37.9346,145.0302
3,2.0,221.0,-37.9355,145.0257
3,2.0,393.0,-37.9431,145.0267
3,1.0,583.0,-37.9428,145.0296
2,1.0,217.0,-37.9432,145.0348
3,2.0,0.0,-37.9355,145.0276
2,1.0,215.0,-37.933,145.0322
3,2.0,732.0,-37.9362,145.0339
2,1.0,658.0,-37.9426,145.03
3,1.0,601.0,-37.9386,145.0317
3,2.0,586.0,-37.9431,145.0274
4,2.0,575.0,-37.9343,145.0303
4,2.0,0.0,-37.9405,145.0346
3,2.0,317.0,-37.9431,145.0347
4,2.0,317.0,-37.8344,145.0422
3,2.0,1038.0,-37.8332,145.0366
4,2.0,336.0,-37.8183,145.0371
3,1.0,228.0,-37.8157,145.0263
1,1.0,0.0,-37.8303,145.0341
1,1.0,0.0,-37.8235,145.0258
3,1.0,181.0,-37.8243,145.0328
2,2.0,85.0,-37.8154,145.0369
2,1.0,0.0,-37.8263,145.0257
2,1.0,0.0,-37.816,145.0272
1,1.0,0.0,-37.8299,145.0422
2,1.0,1585.0,-37.8186,145.017
2,1.0,0.0,-37.8249,145.0342
2,1.0,235.0,-37.8153,145.0231
3,2.0,460.0,-37.8155,145.019
2,1.0,0.0,-37.8287,145.035
2,1.0,0.0,-37.8186,145.017
1,1.0,0.0,-37.8177,145.0424
3,1.0,218.0,-37.8214,145.0437
3,2.0,189.0,-37.8258,145.0446
2,1.0,1056.0,-37.8261,145.0349
2,1.0,0.0,-37.8216,145.0343
2,1.0,0.0,-37.8265,145.0257
1,1.0,0.0,-37.8294,145.0382
2,1.0,1997.0,-37.8248,145.0282
1,1.0,0.0,-37.8272,145.0444
2,1.0,1089.0,-37.8143,145.0322
3,2.0,341.0,-37.8236,145.0425
3,1.0,232.0,-37.8173,145.0252
2,2.0,0.0,-37.8213,145.0291
1,1.0,3132.0,-37.8276,145.0342
2,1.0,0.0,-37.8192,145.0385
3,3.0,0.0,-37.8144,145.0153
4,2.0,0.0,-37.8187,145.0272
3,1.0,383.0,-37.8155,145.0385
3,2.0,373.0,-37.8281,145.0391
2,1.0,0.0,-37.8258,145.0446
2,1.0,0.0,-37.8343,145.0364
2,1.0,791.0,-37.8251,145.0385
1,1.0,0.0,-37.8272,145.0343
3,2.0,264.0,-37.8163,145.0301
1,1.0,0.0,-37.8237,145.0242
3,1.0,351.0,-37.8165,145.02100000000004
1,1.0,0.0,-37.8208,145.0456
2,1.0,0.0,-37.8314,145.0353
3,2.0,299.0,-37.8299,145.0387
3,1.0,342.0,-37.814,145.0212
2,1.0,0.0,-37.8185,145.0235
1,1.0,0.0,-37.8128,145.0171
2,1.0,71.0,-37.8268,145.0267
4,2.0,665.0,-37.814,145.0175
2,1.0,0.0,-37.8261,145.0254
1,1.0,0.0,-37.827,145.0444
2,1.0,243.0,-37.8202,145.0409
1,1.0,0.0,-37.8155,145.0161
4,2.0,207.0,-37.8271,145.0243
5,2.0,1236.0,-37.8257,145.0321
2,1.0,1099.0,-37.8271,145.0347
2,1.0,0.0,-37.8268,145.0344
4,2.0,218.0,-37.8142,145.0252
5,4.0,1275.0,-37.8291,145.0308
5,1.0,740.0,-37.8298,145.0355
2,1.0,0.0,-37.814,145.02100000000004
3,1.0,0.0,-37.8153,145.02100000000004
3,2.0,198.0,-37.8169,145.0234
2,1.0,460.0,-37.8173,145.0248
3,2.0,0.0,-37.8268,145.0344
3,3.0,88.0,-37.824,145.0427
2,1.0,0.0,-37.8268,145.0257
2,1.0,1228.0,-37.8185,145.0236
2,1.0,0.0,-37.8184,145.0163
3,2.0,0.0,-37.8235,145.029
2,1.0,0.0,-37.8249,145.026
2,1.0,0.0,-37.8166,145.0163
2,1.0,728.0,-37.8177,145.0424
4,4.0,905.0,-37.8168,145.0321
1,1.0,0.0,-37.8261,145.0269
2,1.0,747.0,-37.8287,145.035
3,1.0,218.0,-37.8176,145.0204
2,1.0,0.0,-37.813,145.0207
2,1.0,0.0,-37.8226,145.0368
1,1.0,1568.0,-37.8308,145.034
4,2.0,601.0,-37.839,145.0418
2,1.0,0.0,-37.8235,145.0294
3,1.0,304.0,-37.8253,145.0287
3,1.0,314.0,-37.8202,145.0404
2,1.0,0.0,-37.8183,145.0194
2,1.0,711.0,-37.8144,145.0328
3,1.0,199.0,-37.8172,145.0243
1,1.0,0.0,-37.8192,145.0221
2,1.0,0.0,-37.8249,145.0405
2,1.0,243.0,-37.8198,145.0245
2,1.0,859.0,-37.8183,145.0423
3,2.0,249.0,-37.8169,145.02100000000004
2,1.0,82.0,-37.81800000000001,145.0268
2,1.0,3194.0,-37.8305,145.0341
2,1.0,0.0,-37.8142,145.0308
3,2.0,472.0,-37.8171,145.0252
3,2.0,151.0,-37.8219,145.0241
2,2.0,191.0,-37.813,145.0167
4,2.0,410.0,-37.8246,145.026
1,1.0,0.0,-37.8339,145.0335
1,1.0,0.0,-37.8158,145.0342
2,1.0,0.0,-37.8157,145.0273
5,3.0,827.0,-37.8144,145.0279
3,2.0,164.0,-37.8159,145.0219
1,1.0,0.0,-37.8222,145.0329
2,2.0,0.0,-37.8213,145.0224
2,2.0,0.0,-37.8264,145.02700000000004
1,1.0,0.0,-37.8264,145.02700000000004
1,1.0,0.0,-37.8216,145.0343
3,1.0,677.0,-37.8224,145.0243
2,1.0,0.0,-37.8186,145.0423
3,2.0,387.0,-37.82,145.0421
2,1.0,589.0,-37.7501,145.0505
3,1.0,505.0,-37.7375,145.0555
4,2.0,481.0,-37.746,145.0511
2,2.0,275.0,-37.7494,145.0538
3,2.0,337.0,-37.7375,145.0586
3,1.0,577.0,-37.7428,145.0532
2,2.0,201.0,-37.7426,145.0556
5,5.0,599.0,-37.7521,145.0505
4,2.0,510.0,-37.7427,145.0547
3,2.0,807.0,-37.7453,145.0559
3,2.0,665.0,-37.7505,145.0477
2,1.0,577.0,-37.7368,145.0524
3,1.0,673.0,-37.7428,145.0494
3,1.0,592.0,-37.7477,145.0481
3,2.0,215.0,-37.7424,145.0519
2,2.0,608.0,-37.7376,145.0488
3,2.0,250.0,-37.7449,145.0523
2,1.0,428.0,-37.7418,145.0513
3,2.0,585.0,-37.7358,145.0546
4,2.0,724.0,-37.7404,145.0582
2,1.0,605.0,-37.7365,145.0545
2,1.0,281.0,-37.7429,145.0519
2,1.0,620.0,-37.7377,145.0541
5,2.0,596.0,-37.7487,145.0522
3,1.0,582.0,-37.7422,145.05
3,1.0,608.0,-37.7361,145.0551
3,1.0,580.0,-37.738,145.0563
2,1.0,166.0,-37.7416,145.0567
8,4.0,638.0,-37.7426,145.048
3,1.0,800.0,-37.7406,145.0483
4,1.0,722.0,-37.7477,145.0565
3,2.0,251.0,-37.7358,145.0559
2,1.0,0.0,-37.7359,145.0563
2,1.0,837.0,-37.7389,145.053
3,1.0,590.0,-37.7483,145.0479
2,1.0,244.0,-37.7421,145.0491
3,1.0,613.0,-37.7532,145.0554
3,1.0,748.0,-37.7416,145.0481
2,1.0,127.0,-37.747,145.0575
2,1.0,310.0,-37.7389,145.0486
2,1.0,428.0,-37.7355,145.0573
3,1.0,420.0,-37.7363,145.0506
2,1.0,174.0,-37.7433,145.0545
2,1.0,586.0,-37.7435,145.0486
2,1.0,932.0,-37.7333,145.0588
2,1.0,508.0,-37.7428,145.0557
3,1.0,552.0,-37.7379,145.0514
4,2.0,592.0,-37.7478,145.0477
3,1.0,596.0,-37.7432,145.0479
5,2.0,415.0,-37.7354,145.0381
3,1.0,624.0,-37.7456,145.0397
3,1.0,523.0,-37.7369,145.0376
2,1.0,602.0,-37.7455,145.0452
3,2.0,643.0,-37.737,145.0364
3,1.0,468.0,-37.7357,145.0413
1,1.0,374.0,-37.7359,145.03799999999995
2,1.0,100.0,-37.7383,145.036
3,1.0,390.0,-37.7369,145.0422
3,2.0,627.0,-37.747,145.0402
2,1.0,650.0,-37.7446,145.0404
2,1.0,538.0,-37.7405,145.0365
3,1.0,605.0,-37.7344,145.0404
3,1.0,192.0,-37.7409,145.0398
3,1.0,594.0,-37.7385,145.0409
3,1.0,649.0,-37.7386,145.0441
3,1.0,589.0,-37.7356,145.0448
2,1.0,331.0,-37.7441,145.0379
3,1.0,633.0,-37.746,145.0422
2,1.0,418.0,-37.7392,145.0425
3,2.0,0.0,-37.7391,145.0427
2,1.0,668.0,-37.7389,145.0393
2,1.0,708.0,-37.7443,145.0454
2,1.0,89.0,-37.7444,145.047
2,1.0,368.0,-37.7341,145.0434
4,1.0,632.0,-37.7466,145.0428
3,1.0,605.0,-37.7386,145.0447
2,1.0,627.0,-37.7469,145.0399
2,1.0,649.0,-37.7443,145.0452
2,1.0,591.0,-37.7385,145.0387
3,1.0,338.0,-37.739,145.0481
4,2.0,521.0,-37.738,145.0374
2,1.0,594.0,-37.7471,145.0427
3,1.0,616.0,-37.747,145.0389
3,1.0,368.0,-37.7344,145.04399999999995
3,1.0,593.0,-37.7386,145.0387
2,1.0,609.0,-37.7415,145.0391
1,1.0,588.0,-37.7454,145.0397
2,1.0,586.0,-37.7418,145.0464
4,2.0,608.0,-37.7437,145.0402
2,1.0,632.0,-37.7443,145.0462
2,1.0,583.0,-37.7352,145.0449
3,2.0,1.0,-37.7411,145.0394
2,1.0,422.0,-37.7343,145.04399999999995
3,1.0,372.0,-37.7383,145.0414
3,1.0,1179.0,-37.7411,145.0468
3,1.0,536.0,-37.7403,145.0365
3,1.0,413.0,-37.7399,145.0369
3,1.0,665.0,-37.739,145.0451
2,1.0,732.0,-37.8931,145.0791
2,1.0,0.0,-37.8967,145.0858
3,1.0,705.0,-37.8994,145.0816
3,1.0,0.0,-37.8909,145.0807
3,1.0,715.0,-37.9072,145.0762
3,2.0,206.0,-37.8966,145.0863
3,1.0,562.0,-37.9022,145.0811
2,1.0,101.0,-37.8988,145.0781
4,2.0,847.0,-37.8927,145.0781
4,2.0,547.0,-37.9002,145.0768
4,2.0,545.0,-37.9002,145.0773
2,1.0,0.0,-37.9008,145.0859
2,1.0,0.0,-37.8934,145.0853
3,1.0,698.0,-37.8982,145.0806
4,1.0,369.0,-37.9054,145.0857
2,1.0,546.0,-37.9003,145.0777
4,1.0,696.0,-37.8991,145.0804
2,1.0,0.0,-37.8942,145.0867
2,1.0,100.0,-37.8945,145.0876
2,1.0,0.0,-37.9014,145.0824
3,1.0,730.0,-37.9034,145.0796
4,2.0,678.0,-37.898,145.0815
3,2.0,360.0,-37.8937,145.0779
4,2.0,738.0,-37.8996,145.076
2,1.0,575.0,-37.9084,145.0775
2,1.0,0.0,-37.77,145.0472
2,1.0,0.0,-37.7662,145.0516
1,1.0,75.0,-37.7759,145.043
4,3.0,610.0,-37.7662,145.04
4,2.0,925.0,-37.7652,145.041
3,2.0,665.0,-37.7714,145.0455
2,1.0,0.0,-37.7711,145.047
4,2.0,638.0,-37.7641,145.0501
3,2.0,108.0,-37.7668,145.0434
3,3.0,626.0,-37.76,145.0326
4,2.0,1252.0,-37.7727,145.0484
3,2.0,249.0,-37.766,145.0345
2,1.0,0.0,-37.7669,145.0505
2,1.0,648.0,-37.7702,145.0493
3,1.0,571.0,-37.7614,145.0433
3,2.0,399.0,-37.7551,145.05
3,1.0,537.0,-37.7773,145.0379
4,1.0,586.0,-37.7726,145.0396
2,1.0,557.0,-37.7568,145.0355
3,1.0,614.0,-37.7768,145.0409
2,1.0,221.0,-37.7654,145.036
3,1.0,630.0,-37.7635,145.039
3,2.0,0.0,-37.765,145.0422
2,1.0,94.0,-37.7679,145.0452
2,1.0,0.0,-37.7712,145.0455
1,1.0,845.0,-37.7591,145.0501
3,2.0,314.0,-37.7554,145.0516
3,1.0,687.0,-37.7634,145.0361
3,2.0,608.0,-37.7702,145.0398
2,1.0,721.0,-37.7634,145.0406
2,1.0,0.0,-37.7707,145.0471
3,1.0,677.0,-37.7616,145.0322
2,1.0,795.0,-37.7744,145.0415
2,1.0,277.0,-37.7577,145.0358
2,1.0,103.0,-37.7671,145.0408
3,1.0,691.0,-37.7674,145.0392
4,2.0,694.0,-37.7565,145.0506
3,1.0,645.0,-37.7634,145.0439
1,1.0,55.0,-37.7772,145.0414
3,1.0,110.0,-37.765,145.0407
2,0.0,0.0,-37.7662,145.0516
4,2.0,758.0,-37.7668,145.03799999999995
5,2.0,689.0,-37.7591,145.04
2,1.0,152.0,-37.7635,145.0464
3,2.0,684.0,-37.7659,145.0392
2,1.0,760.0,-37.7784,145.0394
5,3.0,1006.0,-37.7765,145.0427
2,1.0,71.0,-37.7634,145.0406
3,3.0,290.0,-37.7601,145.0363
2,1.0,0.0,-37.759,145.047
3,1.0,597.0,-37.7645,145.0314
3,2.0,834.0,-37.7587,145.0426
3,1.0,596.0,-37.7581,145.0371
2,2.0,124.0,-37.7618,145.0287
3,2.0,721.0,-37.758,145.0408
2,2.0,147.0,-37.7679,145.0467
4,2.0,631.0,-37.7771,145.0448
3,1.0,572.0,-37.7709,145.0425
2,1.0,199.0,-37.7666,145.0356
4,1.0,605.0,-37.7707,145.0467
1,1.0,0.0,-37.7753,145.0419
4,3.0,608.0,-37.7705,145.0396
4,2.0,650.0,-37.7607,145.0456
3,2.0,189.0,-37.7661,145.0354
5,3.0,455.0,-37.7653,145.0392
3,1.0,139.0,-37.757,145.0382
4,3.0,719.0,-37.7815,145.0403
2,1.0,134.0,-37.7582,145.034
3,2.0,0.0,-37.7694,145.0406
1,1.0,0.0,-37.7638,145.0458
4,2.0,558.0,-37.7311,144.8257
4,2.0,579.0,-37.7359,144.8251
3,1.0,543.0,-37.7367,144.82399999999996
4,2.0,558.0,-37.7369,144.8252
3,1.0,597.0,-37.7392,144.8241
4,3.0,654.0,-37.7392,144.8299
3,2.0,530.0,-37.7375,144.8282
3,2.0,570.0,-37.7367,144.8246
3,1.0,534.0,-37.7294,144.8216
4,2.0,649.0,-37.7382,144.8292
4,1.0,574.0,-37.7336,144.8226
4,2.0,612.0,-37.7378,144.8264
3,2.0,119.0,-37.7328,144.8194
3,1.0,548.0,-37.7334,144.8254
3,2.0,683.0,-37.7402,144.8591
3,1.0,538.0,-37.7441,144.8503
3,2.0,331.0,-37.7325,144.8621
3,2.0,184.0,-37.7424,144.8639
3,1.0,610.0,-37.7455,144.8484
4,2.0,289.0,-37.7506,144.8689
3,1.0,662.0,-37.738,144.869
3,2.0,288.0,-37.7514,144.8731
3,2.0,549.0,-37.7496,144.8589
4,2.0,540.0,-37.7482,144.877
4,1.0,622.0,-37.7425,144.8683
3,1.0,657.0,-37.7411,144.8638
3,2.0,672.0,-37.7465,144.876
3,2.0,3977.0,-37.747,144.8663
3,2.0,532.0,-37.7295,144.8644
3,2.0,568.0,-37.7469,144.8526
3,2.0,610.0,-37.7504,144.8645
3,1.0,412.0,-37.7459,144.8643
4,2.0,603.0,-37.7323,144.8683
3,1.0,584.0,-37.7435,144.8798
3,2.0,112.0,-37.7434,144.881
4,3.0,322.0,-37.7293,144.8659
4,2.0,659.0,-37.7467,144.8683
4,2.0,745.0,-37.7479,144.8805
3,1.0,539.0,-37.7452,144.8511
3,3.0,318.0,-37.7338,144.8662
3,1.0,564.0,-37.7445,144.8511
3,1.0,610.0,-37.7359,144.868
3,3.0,605.0,-37.7459,144.8788
2,2.0,54.0,-37.7384,144.8768
4,2.0,613.0,-37.7453,144.8721
3,1.0,713.0,-37.7301,144.8671
2,1.0,218.0,-37.7337,144.8617
5,2.0,781.0,-37.7497,144.8746
3,1.0,254.0,-37.74800000000001,144.863
2,1.0,116.0,-37.74800000000001,144.8696
3,1.0,352.0,-37.7459,144.8673
4,2.0,776.0,-37.7502,144.8745
3,1.0,684.0,-37.7426,144.8599
3,2.0,221.0,-37.7504,144.8594
4,2.0,708.0,-37.7452,144.8652
3,2.0,440.0,-37.7517,144.8776
3,2.0,224.0,-37.749,144.8599
4,2.0,570.0,-37.7361,144.8691
5,2.0,561.0,-37.74800000000001,144.8552
3,3.0,292.0,-37.7505,144.8657
3,1.0,606.0,-37.7311,144.8663
3,2.0,716.0,-37.734,144.8593
4,2.0,319.0,-37.7393,144.8648
2,1.0,0.0,-37.7346,144.8646
4,2.0,546.0,-37.7428,144.8536
5,2.0,629.0,-37.7423,144.869
3,1.0,542.0,-37.7408,144.8553
4,2.0,686.0,-37.7394,144.8628
3,1.0,565.0,-37.7498,144.8585
3,2.0,630.0,-37.7378,144.8705
4,2.0,545.0,-37.742,144.8523
3,1.0,639.0,-37.7334,144.8638
4,2.0,547.0,-37.7381,144.8554
3,2.0,928.0,-37.7362,144.8643
3,1.0,554.0,-37.7303,144.8636
3,1.0,0.0,-37.7483,144.85
3,1.0,558.0,-37.7305,144.8646
3,2.0,265.0,-37.7444,144.8763
3,2.0,176.0,-37.7432,144.8816
3,1.0,600.0,-37.7312,144.8685
3,1.0,538.0,-37.7486,144.8778
4,3.0,579.0,-37.7368,144.8689
3,1.0,616.0,-37.7449,144.8533
3,2.0,320.0,-37.7415,144.8668
4,2.0,544.0,-37.7479,144.8763
3,2.0,598.0,-37.7487,144.8526
3,1.0,258.0,-37.7906,144.924
3,1.0,166.0,-37.7929,144.9197
3,1.0,188.0,-37.7953,144.9275
2,1.0,150.0,-37.7963,144.935
3,1.0,199.0,-37.7957,144.93200000000004
2,2.0,0.0,-37.7886,144.9328
3,2.0,132.0,-37.7907,144.9247
2,1.0,0.0,-37.7974,144.9261
2,1.0,0.0,-37.794,144.923
2,1.0,79.0,-37.7914,144.9344
3,1.0,274.0,-37.7984,144.929
3,1.0,416.0,-37.7946,144.924
2,1.0,0.0,-37.7899,144.9231
3,1.0,235.0,-37.7925,144.9323
3,1.0,284.0,-37.7938,144.9228
3,1.0,234.0,-37.7923,144.9332
2,1.0,325.0,-37.7976,144.9213
4,2.0,279.0,-37.797,144.9303
2,2.0,138.0,-37.799,144.9276
2,1.0,174.0,-37.7959,144.9343
2,1.0,163.0,-37.7929,144.9287
3,2.0,788.0,-37.7938,144.9186
3,1.0,211.0,-37.7891,144.92600000000004
3,1.0,239.0,-37.7923,144.9324
5,2.0,566.0,-37.7893,144.933
1,1.0,4267.0,-37.7966,144.9254
3,1.0,275.0,-37.7954,144.9274
1,1.0,0.0,-37.7961,144.9261
3,1.0,4440.0,-37.7898,144.9233
2,2.0,3448.0,-37.7976,144.9285
2,1.0,158.0,-37.7902,144.9319
2,1.0,3957.0,-37.7974,144.9261
3,1.0,0.0,-37.7897,144.9239
1,1.0,0.0,-37.7961,144.9261
2,1.0,274.0,-37.7931,144.9247
2,2.0,169.0,-37.7922,144.9316
2,1.0,1111.0,-37.7896,144.9321
2,1.0,211.0,-37.7925,144.9264
2,2.0,0.0,-37.7937,144.9169
3,1.0,0.0,-37.7957,144.93200000000004
4,3.0,0.0,-37.7941,144.91899999999995
2,1.0,132.0,-37.7989,144.9275
5,2.0,566.0,-37.7893,144.933
1,1.0,0.0,-37.7913,144.9323
2,2.0,94.0,-37.7934,144.9166
3,2.0,250.0,-37.792,144.9324
3,2.0,211.0,-37.7926,144.9197
2,1.0,197.0,-37.7918,144.9264
2,1.0,62.0,-37.7917,144.9231
3,1.0,165.0,-37.7907,144.9303
2,0.0,0.0,-37.7919,144.9253
3,2.0,1181.0,-37.7982,144.9202
4,2.0,242.0,-37.7913,144.9275
2,2.0,324.0,-37.7903,144.9345
1,1.0,0.0,-37.7896,144.9321
3,1.0,312.0,-37.793,144.934
2,1.0,0.0,-37.7948,144.9314
2,1.0,0.0,-37.7899,144.9231
5,1.0,301.0,-37.7896,144.9307
2,1.0,169.0,-37.7925,144.9315
3,1.0,459.0,-37.7917,144.9251
2,1.0,97.0,-37.7921,144.9234
2,1.0,179.0,-37.7963,144.9327
2,1.0,0.0,-37.7937,144.9295
2,2.0,2136.0,-37.7956,144.935
2,1.0,0.0,-37.7897,144.9228
2,1.0,0.0,-37.7966,144.9254
2,1.0,183.0,-37.7959,144.9342
2,1.0,0.0,-37.7952,144.9262
2,1.0,173.0,-37.7959,144.9341
3,2.0,84.0,-37.7935,144.9187
2,1.0,149.0,-37.7908,144.9309
2,1.0,0.0,-37.7966,144.9254
3,1.0,396.0,-37.8102,145.0451
2,2.0,697.0,-37.812,145.0547
2,2.0,0.0,-37.8099,145.0606
2,1.0,0.0,-37.804,145.0347
5,3.0,853.0,-37.8151,145.0555
3,1.0,375.0,-37.8015,145.0505
2,1.0,91.0,-37.8003,145.0375
4,3.0,358.0,-37.8034,145.0283
2,1.0,745.0,-37.8024,145.0346
3,2.0,597.0,-37.8093,145.0299
2,1.0,0.0,-37.8034,145.0369
3,2.0,0.0,-37.8064,145.0182
2,1.0,0.0,-37.8117,145.0222
4,2.0,649.0,-37.802,145.036
2,1.0,0.0,-37.8083,145.0382
2,1.0,0.0,-37.8046,145.0375
2,1.0,0.0,-37.8066,145.0211
4,1.0,735.0,-37.8028,145.0534
4,3.0,992.0,-37.8046,145.0603
2,1.0,405.0,-37.8012,145.0361
2,1.0,0.0,-37.8092,145.0366
4,2.0,400.0,-37.8147,145.0438
3,2.0,426.0,-37.8012,145.0514
5,2.0,815.0,-37.8118,145.035
4,2.0,603.0,-37.8095,145.0391
3,2.0,392.0,-37.8081,145.0263
4,3.0,277.0,-37.8007,145.0374
3,1.0,304.0,-37.8023,145.0404
2,1.0,743.0,-37.8017,145.0445
3,1.0,782.0,-37.8107,145.0219
2,1.0,0.0,-37.8128,145.0588
3,2.0,289.0,-37.8048,145.0303
4,2.0,364.0,-37.8125,145.043
3,2.0,848.0,-37.796,145.0324
2,1.0,596.0,-37.8146,145.0419
5,4.0,957.0,-37.8112,145.05700000000004
3,3.0,1197.0,-37.8168,145.056
6,6.0,1334.0,-37.8029,145.0267
2,1.0,0.0,-37.8071,145.0243
2,1.0,0.0,-37.8054,145.0373
3,2.0,591.0,-37.812,145.0268
2,1.0,0.0,-37.7997,145.0304
2,1.0,0.0,-37.8108,145.0545
4,3.0,712.0,-37.8034,145.0527
3,2.0,397.0,-37.8013,145.0335
2,1.0,0.0,-37.805,145.0294
2,1.0,0.0,-37.8066,145.0211
2,1.0,667.0,-37.8007,145.0327
3,2.0,0.0,-37.7925,145.0389
2,1.0,0.0,-37.8094,145.0446
4,2.0,861.0,-37.8047,145.0534
4,2.0,687.0,-37.8096,145.0529
2,2.0,89.0,-37.8148,145.0571
4,1.0,520.0,-37.8082,145.0323
2,1.0,424.0,-37.7995,145.0418
4,2.0,586.0,-37.7933,145.0343
4,1.0,832.0,-37.8036,145.0545
3,2.0,288.0,-37.7997,145.046
4,2.0,660.0,-37.8124,145.0361
4,2.0,717.0,-37.8083,145.0418
4,1.0,650.0,-37.8098,145.02200000000005
5,2.0,531.0,-37.813,145.0411
4,2.0,764.0,-37.8046,145.0595
5,4.0,597.0,-37.7937,145.0353
4,2.0,820.0,-37.804,145.0553
2,1.0,381.0,-37.8033,145.036
3,2.0,205.0,-37.7993,145.0267
3,1.0,0.0,-37.8135,145.0355
3,2.0,247.0,-37.8053,145.0327
3,2.0,1353.0,-37.8006,145.0218
2,1.0,0.0,-37.7925,145.0263
4,1.0,919.0,-37.8012,145.0297
2,1.0,0.0,-37.8034,145.0369
3,1.0,519.0,-37.796,145.0377
4,3.0,317.0,-37.794,145.032
4,2.0,1012.0,-37.8067,145.0277
4,4.0,737.0,-37.8042,145.0291
4,2.0,690.0,-37.8037,145.0308
5,2.0,534.0,-37.8044,145.0386
2,1.0,745.0,-37.8024,145.0346
3,2.0,140.0,-37.8063,145.0179
2,1.0,124.0,-37.7938,145.0321
3,2.0,442.0,-37.8046,145.0382
3,1.0,904.0,-37.801,145.0297
2,1.0,1065.0,-37.7944,145.0339
3,1.0,535.0,-37.8027,145.0404
2,2.0,0.0,-37.8162,145.0592
4,2.0,709.0,-37.8065,145.0287
3,1.0,857.0,-37.7981,145.0423
4,3.0,641.0,-37.7982,145.0281
3,1.0,0.0,-37.8087,145.0452
3,1.0,321.0,-37.8116,145.0285
3,1.0,298.0,-37.8021,145.0391
4,3.0,670.0,-37.8042,145.0279
5,2.0,674.0,-37.8064,145.0608
4,3.0,627.0,-37.7915,145.0348
5,5.0,480.0,-37.8117,145.0449
3,2.0,0.0,-37.7941,145.0238
4,3.0,800.0,-37.8022,145.0565
3,1.0,633.0,-37.7916,145.0352
2,1.0,121.0,-37.8126,145.0534
3,1.0,0.0,-37.7978,145.0333
4,3.0,700.0,-37.8033,145.0526
5,2.0,920.0,-37.8017,145.0419
3,2.0,275.0,-37.8052,145.0489
3,2.0,336.0,-37.8074,145.0318
3,2.0,773.0,-37.8107,145.05100000000004
1,1.0,0.0,-37.7999,145.0544
4,3.0,741.0,-37.8043,145.0291
4,2.0,712.0,-37.7936,145.0566
2,1.0,0.0,-37.7971,145.0514
3,1.0,650.0,-37.7955,145.0473
5,2.0,711.0,-37.7923,145.0528
2,1.0,0.0,-37.7969,145.0511
3,1.0,672.0,-37.789,145.0616
4,2.0,763.0,-37.7916,145.0529
5,3.0,787.0,-37.7894,145.0462
3,1.0,702.0,-37.7922,145.0518
4,2.0,596.0,-37.799,145.0578
3,1.0,378.0,-37.7956,145.0525
3,1.0,836.0,-37.7951,145.053
4,4.0,948.0,-37.7881,145.0631
4,2.0,458.0,-37.7981,145.0472
3,2.0,611.0,-37.7997,145.058
5,5.0,696.0,-37.7974,145.0491
5,3.0,695.0,-37.7904,145.0548
2,1.0,0.0,-37.7927,145.0597
4,2.0,691.0,-37.793,145.0592
6,3.0,730.0,-37.7917,145.0509
3,2.0,414.0,-37.7938,145.0545
3,2.0,426.0,-37.7917,145.0585
4,2.0,458.0,-37.7981,145.0472
3,2.0,248.0,-37.7923,145.0595
3,1.0,698.0,-37.7902,145.061
3,2.0,284.0,-37.7966,145.048
2,2.0,0.0,-37.8407,145.0343
3,1.0,564.0,-37.7832,144.8745
3,2.0,165.0,-37.7773,144.8725
3,1.0,576.0,-37.7808,144.8678
4,2.0,308.0,-37.7833,144.8817
2,1.0,1972.0,-37.7863,144.8769
2,1.0,163.0,-37.789,144.8813
3,2.0,214.0,-37.7806,144.8714
3,1.0,589.0,-37.7863,144.881
2,1.0,524.0,-37.779,144.8832
3,2.0,156.0,-37.7898,144.8722
3,1.0,586.0,-37.786,144.871
2,1.0,152.0,-37.7844,144.8791
3,1.0,306.0,-37.7838,144.8724
3,1.0,305.0,-37.7858,144.8834
3,2.0,250.0,-37.7905,144.8762
2,1.0,144.0,-37.7895,144.8667
3,2.0,239.0,-37.7882,144.8784
4,2.0,647.0,-37.79,144.8815
3,2.0,184.0,-37.7868,144.8772
2,1.0,700.0,-37.7861,144.8791
3,1.0,278.0,-37.7817,144.8685
3,1.0,584.0,-37.7885,144.8771
2,1.0,0.0,-37.7776,144.8723
3,1.0,528.0,-37.779,144.8829
3,1.0,300.0,-37.7896,144.8752
2,1.0,270.0,-37.7871,144.8791
3,1.0,285.0,-37.7813,144.8678
3,2.0,218.0,-37.7895,144.8723
2,1.0,127.0,-37.7859,144.8787
3,1.0,214.0,-37.7798,144.8661
3,1.0,485.0,-37.7905,144.8812
2,1.0,0.0,-37.7795,144.8729
3,1.0,210.0,-37.7869,144.8749
3,1.0,0.0,-37.781,144.8813
